Date,MSC,Call Attempts,Call success,Call Answer,traffic,success rate,answer rate,mht
2015-01-10 00:00:00,MSC_1,1000,922,702,1198.92315835941,92.2210051939666,70.2274131211149,1.70786774695073
2015-01-10 01:00:00,MSC_1,993,899,728,775.09005237436,90.5273810076752,73.354132518539,1.06468413787687
2015-01-10 02:00:00,MSC_1,850,779,671,776.387333959399,91.6501401827553,78.9629424364571,1.15706011022265
2015-01-10 03:00:00,MSC_1,821,776,675,879.424597408871,94.4974116160334,82.2001557736036,1.30285125542055
2015-01-10 04:00:00,MSC_1,900,892,795,1424.72823774089,99.1413728169044,88.3327943083132,1.79211099086905
2015-01-10 05:00:00,MSC_1,943,886,842,1033.77539952557,93.9567555788461,89.2736079453603,1.22776175715626
2015-01-10 06:00:00,MSC_1,1102,1095,886,1346.88400016375,99.4022002025181,80.4218233485119,1.52018510176496
2015-01-10 07:00:00,MSC_1,1240,1127,919,1059.81720011154,90.8936945973918,74.1191410973239,1.15322872699841
2015-01-10 08:00:00,MSC_1,1851,1841,1406,1876.10871022632,99.4385880671418,75.9440943592534,1.33435896886651
2015-01-10 09:00:00,MSC_1,2400,2322,1814,2613.772489386,96.7344276756706,75.5904675315806,1.44088891366373
2015-01-10 10:00:00,MSC_1,3050,2925,2158,2913.93489812525,95.9178028447981,70.7600637776194,1.35029420673089
2015-01-10 11:00:00,MSC_1,4010,3710,3194,5708.44298291191,92.5234546840009,79.6611686668748,1.78723950623416
2015-01-10 12:00:00,MSC_1,5000,4701,3661,3928.97630059806,94.0170735615966,73.2122888189183,1.07319756913359
2015-01-10 13:00:00,MSC_1,4100,4064,2962,5709.93341327703,99.1176659902147,72.240972836353,1.92772903891865
2015-01-10 14:00:00,MSC_1,4800,4605,4227,5272.72380617141,95.9334368365465,88.0643210532798,1.2473914847815
2015-01-10 15:00:00,MSC_1,4020,3870,3136,4215.12474953533,96.263295765039,78.0210612284754,1.34410865737734
2015-01-10 16:00:00,MSC_1,3973,3744,3396,4344.91342976478,94.223837901195,85.4652944302029,1.27942091571401
